title,year,venue,authors,n_authors,doi,arxiv,citations,type,oa,url,sources,query_sets,phrases,abstract,decision,reason_code,supervision,zs_claim,task,llm_role,observation,scene_repr,benchmark,sr,spl,real_robot,code_available,notes
Utilize the Calvin framework and dual-arm collaboration technology to enhance the imitation learning capability and efficiency of RoboFlamingo,2026,SSRN Electronic Journal,Lu Wang; Aibin Zhu,2,10.2139/ssrn.6435082,,0,preprint,True,https://openalex.org/W7137822916,openalex,recall,vision-language-action model,,exclude,EC4,,,,,,,,,,,,
EvoDriveVLA: Evolving Driving VLA Models via Collaborative Perception-Planning Distillation,2026,arXiv (Cornell University),Jiajun Cao; Xiaoan Zhang; Xiaobao Wei; Liyuqiu Huang et al.,13,,2603.09465,0,preprint,True,https://openalex.org/W7134992259,openalex,recall,vision-language-action model,"Vision-Language-Action models have shown great promise for autonomous driving, yet they suffer from degraded perception after unfreezing the visual encoder and struggle with accumulated instability in long-term planning. To address these challenges, we propose EvoDriveVLA-a novel collaborative perception-planning distillation framework that integrates self-anchored perceptual constraints and future-informed trajectory optimization. Specifically, self-anchored visual distillation leverages self-anchor teacher to deliver visual anchoring constraints, regularizing student representations via trajectory-guided key-region awareness. In parallel, future-informed trajectory distillation employs a future-aware oracle teacher with coarse-to-fine trajectory refinement and Monte Carlo dropout sampling to synthesize reasoning trajectories that model future evolutions, enabling the student model to internalize the future-aware insights of the teacher. EvoDriveVLA achieves SOTA performance in nuScenes open-loop evaluation and significantly enhances performance in NAVSIM closed-loop evaluation. Our code is available at: https://github.com/hey-cjj/EvoDriveVLA.",exclude,EC5,,,,,,,,,,,,
"Foundation Models for Robotic Tasks: Survey, Challenges and Future Directions",2025,,Muhammad Alam; M. A. Viraj J. Muthugala; Mohan Rajesh Elara,3,10.36227/techrxiv.175321822.20121795/v1,,0,preprint,True,https://openalex.org/W4412566173,openalex,recall,vision-language-action model,"Intelligent robots capable of human-like interaction and understanding has been a long-standing goal of researchers. The advancements of large-scale Artificial Intelligence (AI) models such as Large Language Models (LLMs) have transformed the way robots interact with humans. More recently, Vision-Language Models (VLMs) and Vision-Language-Action models (VLAs) have further enhanced autonomous robotic capabilities. This review paper serves to provide a comprehensive survey of the integration of LLMs, VLMs and VLAs in robotics. We first introduce the fundamental concepts of language grounding in robotics, and its shift from classical approaches to modern largescale models. Then, we present the prominent model architectures and algorithms for robotic tasks. Lastly, we present the models in distinct sections, namely manipulation, navigation and localization, perception and scene understanding, decision making and planning, and human-robot interactions (HRI). We conclude the paper with the challenges and limitations of the applied models, and their potential future directions. This review paper would serve as a foundational reference for future embodied AI research.",survey,EC6,,,,,,,,,,,,
Self-Evolving Learning for Embodied AI with Criticality Model,2026,arXiv (Cornell University),Linxuan He; Yuying Tian; Lingxiang Fan; Jiaqi Pi et al.,8,10.48550/arxiv.2607.28251,2607.28251,0,preprint,True,https://openalex.org/W7171950268,arxiv|openalex|s2,recall,vision-language-action model,"Despite rapid advances in policy pretraining, embodied AI systems routinely plateau during task-specific finetuning. The root cause lies in how finetuning data are collected: the default pipeline gathers data randomly, treating every sample as informative. Datasets become dominated by nominal scenarios, while rare failure cases--the most valuable for improvement--are missed. We propose a self-evolving method that breaks this plateau. Our core insight is that a state-wise criticality model, learned from the policy's own execution outcomes to predict the probability of future failure, can guide importance sampling toward failure-prone scenarios. After replacing redundant nominal scenarios with diverse failure-prone ones, importance weights are used to resample the data during training. This effectively preserves an unbiased learning objective while fundamentally increasing the information density of the training pool. Across quadrupedal locomotion, multi-task manipulation, vision-language-action benchmarks, and a real-robot task, our method reduces failure rates by 51--67% relative to trained baselines and by 8-25% relative to state-of-the-art vision-language-action models.",exclude,EC3,,,,,,,,,,,,
PRISM: Personalized Robotic Dataset Generation via Image-based Scene and Motion Synthesis,2026,arXiv (Cornell University),Dogyu Ko; H. Y. Kim; Chanyoung Yeo; Dowoon Lee et al.,6,10.48550/arxiv.2607.04880,2607.04880,0,preprint,True,https://openalex.org/W7167635246,arxiv|openalex|s2,recall,vision-language-action model,"Recent advances in large-scale pretrained vision-language-action models have improved robot policy learning, but directly deploying such policies in user-specific environments remains challenging due to limited generalization, which inevitably requires collecting a dataset tailored to the target environment. Teleoperation yields well-aligned data but is costly and difficult to scale, whereas simulation scales easily but struggles to resemble the target environment and generate task-specific trajectories. To meet both simultaneously, we propose PRISM, an end-to-end pipeline that generates personalized robotic datasets from a single image and a natural-language instruction. PRISM constructs digital cousin scenes that are semantically and geometrically aligned with the user environment yet diverse at the instance level, and synthesizes executable demonstrations without human teleoperation. Extensive experiments show that policies trained on PRISM-generated datasets outperform those trained on baseline-generated datasets on LIBERO and LIBERO-Plus, achieve up to 100\% success rate on three real-world manipulation tasks, and maintain stronger performance when evaluated in environments that differ from those seen during training.",exclude,EC3,,,,,,,,,,,,
When the Robot learns the Warehouse,2026,Zenodo (CERN European Organization for Nuclear Research),Mariano Pablo Limongi,1,10.5281/zenodo.22230290,,0,report,True,https://openalex.org/W7204947775,openalex,recall,vision-language-action model,"Embodied AI is changing the economics of physical automation by transferring part of task adaptation from bespoke engineering into reusable learned policies. This whitepaper argues that the result is not the disappearance of integration, but its redistribution: mechanical and systems integration persist, task-specific programming may decline, and a continuing assurance obligation emerges through operational validation, runtime monitoring, intervention design, regression testing, change control and evidence preservation. Focusing on warehouses and logistics, the paper develops an Integration-to-Assurance Model for evaluating vision-language-action models and other generalist robotic systems. It proposes cost per assured successful unit as a more meaningful managerial denominator than acquisition price, headline throughput or labour substitution alone. It also introduces a cost-migration map, criteria for selecting the first automation task, a framework for designing falsifiable pilots, and a physical-agent responsibility record for procurement and governance. The central conclusion is that generalisation lowers the cost of specifying every operating condition while expanding the behaviour surface that must be tested and governed. Embodied AI is therefore most compelling where the task category remains stable but the objects and circumstances vary—and where failures can be observed, contained and honestly costed.",exclude,EC4,,,,,,,,,,,,
CRISP -- Compliant ROS2 Controllers for Learning-Based Manipulation Policies and Teleoperation,2025,arXiv (Cornell University),Daniel San José Pro; Oliver Hausdörfer; Ralf Römer; Maximilian Dösch et al.,6,10.48550/arxiv.2509.06819,2509.06819,0,preprint,True,https://openalex.org/W4415057126,openalex,recall,vision-language-action model,"Learning-based controllers, such as diffusion policies and vision-language action models, often generate low-frequency or discontinuous robot state changes. Achieving smooth reference tracking requires a low-level controller that converts high-level targets commands into joint torques, enabling compliant behavior during contact interactions. We present CRISP, a lightweight C++ implementation of compliant Cartesian and joint-space controllers for the ROS2 control standard, designed for seamless integration with high-level learning-based policies as well as teleoperation. The controllers are compatible with any manipulator that exposes a joint-torque interface. Through our Python and Gymnasium interfaces, CRISP provides a unified pipeline for recording data from hardware and simulation and deploying high-level learning-based policies seamlessly, facilitating rapid experimentation. The system has been validated on hardware with the Franka Robotics FR3 and in simulation with the Kuka IIWA14 and Kinova Gen3. Designed for rapid integration, flexible deployment, and real-time performance, our implementation provides a unified pipeline for data collection and policy execution, lowering the barrier to applying learning-based methods on ROS2-compatible manipulators. Detailed documentation is available at the project website - https://utiasDSL.github.io/crisp_controllers.",exclude,EC4,,,,,,,,,,,,
Cross-Robot-Interface Teleoperation Framework towards Implementation-Friendly Human-Robot Collaboration,2025,,Shunki Itadera,1,10.36227/techrxiv.176315835.52640667/v1,,0,preprint,True,https://openalex.org/W4416220601,openalex,recall,vision-language-action model,"This paper presents a cross-robot and crossinterface teleoperation framework for versatile human-robot collaboration (HRC) tasks. HRC have recently collected attractions for designing a future society where people and robots live and work together. Teleoperation is a key technology to support HRC society, allowing human operators to remotely control robots. Transparent teleoperation system help the operators to intuitively and effectively perform various physical tasks as if they are doing by their own body. Besides to an application of manual remote work, teleoperation is recently utilized for collecting human demonstration data to train data-driven controllers, such as Vision-Language-Action models, for facilitating robust autonomous systems. From these background, the demand for implementation-friendly robotic teleoperation framework is rapidly growing. Especially, it is important to develop a framework that allows human operators to control various robots using various interfaces, since the appropriate robot and interface could depend on many factors such as the task contents, user's skill and affordable cost. In this study, we have been developing a framework achieving crossrobot-interface teleoperation, as a part of our open-source robot control library OpenHRC. The framework source codes can be accessed at https://github.com/OpenHRC/OpenHRC. git.",exclude,EC4,,,,,,,,,,,,
Interpreting safety : a LLM and STPA approach,2026,Warwick Research Archive Portal (University of Warwick),Yi Qi; Shufeng Chen; Xiangyu Yin; Wenjie Ruan et al.,8,10.1007/978-981-95-7081-2_1,,0,book,False,https://openalex.org/W7120832058,openalex,recall,vision-language-action model,,exclude,EC4,,,,,,,,,,,,
LENS: LLM-guided Environment Simplification for Planning and Control in Clutter,2026,arXiv (Cornell University),Aileen Liao; Rachel Holladay; Dinesh Jayaraman; Michael Posa,4,10.48550/arxiv.2607.19633,2607.19633,0,preprint,True,https://openalex.org/W7170172311,arxiv|openalex|s2,recall,vision-language-action model,"Despite recent advances in general-purpose robotic manipulation, real-world multi-object clutter remains challenging to handle for today's prevalent approaches. The problem scales in complexity due to more objects and collisions, more unpredictable contact physics, distractors, and task ambiguity. Bridging this gap to real-world deployment requires effective scene abstractions; yet today, producing such abstractions requires extensive task-specific manual engineering, which does not scale. These abstractions are costly to generate and difficult to adjust or fine-tune. We instead propose a plug-and-play fix to automatically generate scene-specific, task-specific, adaptively updating abstractions on top of existing planning and control stacks. LLM-guided Environment Simplification (LENS) produces a de-cluttered abstracted scene representation by merging (e.g., stacked objects) or pruning (e.g., distant objects) scene entities in a closed loop in response to task progress. These dynamic, task-relevant abstractions are versatile and easy to use. In our experiments, we show that LENS improves classical planning, model-based control, and a vision-language-action model, across a diverse set of highly cluttered manipulation scenes. Project website: https://lens-2026.github.io/.",exclude,EC4,,,,,,,,,,,,
PAC-ACT: Post-training Actor-Critic for Action Chunking Transformers,2026,arXiv (Cornell University),Yujie Pang; Zudong Li,2,10.48550/arxiv.2607.09590,2607.09590,0,preprint,True,https://openalex.org/W7168184142,arxiv|openalex|s2,recall,vision-language-action model,"Precision industrial contact manipulation requires reliable robot policies under pose perturbations and contact-force constraints. Vision-language-action models offer broad generalization but often introduce high inference latency and GPU-memory cost, while vision-action chunking policies are more suitable for real-time industrial control. However, these policies are usually trained by behavior cloning and suffer from distribution shift in contact-rich tasks. This paper proposes PAC-ACT, a reinforcement-learning post-training framework for pretrained Action Chunking Transformer policies. PAC-ACT reformulates policy optimization at the chunk level, constructs an ACT-transferred actor-critic architecture, and introduces a hybrid behavior-prior constraint to preserve the pretrained action distribution during online fine-tuning. Experiments on industrial precision-contact benchmarks show that PAC-ACT improves task success, contact stability, and force safety while retaining low latency and low GPU-memory usage. On the Contour task, PAC-ACT significantly reduces peak contact force and decreases the proportion of force readings above 60 N by 46 times. Sparse-reward ablations further show that the proposed behavior-prior constraint enables effective exploration under randomized initial poses.",exclude,EC3,,,,,,,,,,,,
Teaching Tiny VLA Models Where to Look and How to Move,2026,arXiv (Cornell University),Lei Iok Tong; Ying Jie Yap; W E I-Xing Huang; Qingchen Xie et al.,8,10.48550/arxiv.2607.04171,2607.04171,0,preprint,True,https://openalex.org/W7167606713,arxiv|openalex|s2,recall,vision-language-action model,"Tiny Vision-Language-Action models are appealing for real-time robotic control, but reducing model scale often weakens two capabilities essential for manipulation: task-conditioned spatial grounding and coherent action generation. We introduce XS-VLA, a lightweight framework that teaches tiny VLA policies ""where to look"" and ""how to move"" without increasing deployment-time model cost. For spatial grounding, Coarse-Grained Spatial Distillation uses Qwen3-VL-4B to produce teacher-derived coarse image-plane location labels for task-relevant objects, which are quantized into a spatial vocabulary and distilled into a SmolVLM2-0.25B backbone without human annotations. For action generation, Latent Flow Matching combines a CVAE-style latent variable with flow-based policy learning to organize multimodal demonstrations during training and produce stable action chunks at deployment. On LIBERO, XS-VLA improves average success from 82.8\% to 90.3\% over SmolVLA-0.25B and improves LIBERO-Long from 63.0\% to 89.0\%. In real-world experiments, we design three tasks covering single-arm placement, precision bimanual stacking, and long-horizon sequential coordination, where XS-VLA improves average task success from 21.7\% to 65.0\%. These results show that explicit spatial grounding and latent action-structure learning can make tiny VLA models effective for robotic manipulation.",exclude,EC3,,,,,,,,,,,,
CLAP: Direct VLM-to-VLA Adaptation via Language-Action Grounding,2026,arXiv (Cornell University),Yuri Ishitoya; Jeremy Siburian; Masashi Hamaya; Kuniaki Saito et al.,6,10.48550/arxiv.2607.08974,2607.08974,0,preprint,True,https://openalex.org/W7168173297,arxiv|openalex|s2,recall,vision-language-action model,"Vision-language-action models (VLAs) inherit semantic capabilities from pretrained VLMs, yet large-scale post-training on robot data and architectural modifications can reshape the backbone so extensively that it becomes difficult to isolate what the VLM contributes to control. Directly converting pretrained VLMs into VLAs with minimal architectural change offers a more transparent path to understanding how VLM capabilities transfer across model scales. The core obstacle is output-distribution mismatch: predicting actions as bare numeric token sequences moves generation away from the VLM's pretrained language distribution, degrading the capabilities we seek to preserve. To address this, we propose CLAP (Causal Language-Action Prediction), which prepends each numeric action sequence with a natural-language action description, causally conditioning precise action-token prediction on a language-action plan without modifying the backbone architecture. With single-epoch fine-tuning alone, 2B CLAP achieves 90.8% on LIBERO (+14.9 pt over VLA-0) and improves robustness on LIBERO-PRO under language, object, and spatial perturbations. We will release CLAP at 0.8B, 2B, and 4B as an open-weight, multi-scale compact VLA family from a single VLM lineage, enabling controlled analysis of VLM-to-VLA capability transfer.",exclude,EC4,,,,,,,,,,,,
Development of plug-and-produce enabled autonomous manufacturing system: from LLM chatbot to physical AI,2026,JMST Advances,Jumyung Um,1,10.1007/s42791-026-00127-6,,0,article,False,https://openalex.org/W7140114175,openalex,recall,vision-language-action model,,exclude,EC4,,,,,,,,,,,,
IMBench: A Benchmark for Intuitive Robotic Manipulation,2026,arXiv (Cornell University),Anurag Maurya; S Jain; PRAJWAL AVHAD; Gautham Balachandran et al.,12,10.48550/arxiv.2607.15641,2607.15641,0,preprint,True,https://openalex.org/W7169772498,arxiv|openalex|s2,recall,vision-language-action model,"Humans combine reasoning and motor control to solve complex manipulation tasks under diverse constraints. They build an understanding of the physical world that helps them convert reasoning into actions and quickly adapt to new scenes, tasks, and rules. We refer to this capability as intuitive manipulation. Existing benchmarks fail to capture this integration: they evaluate physical reasoning in isolation from execution, or measure policy performance without requiring explicit reasoning. We introduce IMBENCH, a benchmark designed to evaluate intuitive manipulation as an integrated capability spanning perception, physical reasoning, action generation, and iterative execution. Our tasks require models to infer task-relevant physical structure and generate feasible action sequences under explicit constraints, including contact-rich manipulation, tool use, and multi-stage dependencies. We introduce a benchmark of 35 tasks, 14K filtered trajectories, and scalable tools for generating diverse scenarios. Experiments reveal a consistent gap: vision language models show partial physical reasoning ability but fail to produce executable plans, while state-of-the-art vision-language-action models struggle to satisfy task constraints and generalize across scenarios. These results identify intuitive manipulation as a missing axis in current foundation models and generalist robot policies, and position IMBENCH as a step toward evaluating and enabling more integrated, adaptive physical intel",exclude,EC3,,,,,,,,,,,,
"GS-World: An Efficient, Engine-driven Learning Paradigm for Pursuing Embodied Intelligence using World Models of Generative Simulation",2025,,Guiliang Liu; Yueci Deng; Zhen Liu; Kui Jia,4,10.36227/techrxiv.176153394.41323502/v1,,0,preprint,True,https://openalex.org/W4415564921,openalex,recall,vision-language-action model,"As a pivotal direction driving artificial intelligence into the physical world, embodied intelligence is drawing great research attention across academia and industries; yet the scaling law driving the success of many large AI models in the past decade has not been observed in pursuing embodied intelligence, partly due to the scarcity of multi-modal, heterogeneous, and physics-related data required for learning it. In this perspective paper, we analyze the reasons behind and derive an efficiency law that is more demanded in this context. To meet the law, we first propose world models of generative simulation (GS-World) that are expected to model and predict the world dynamics in a perfectly physics-accurate manner, by generative learning of physics simulation, including the 3D assets, the environments, and the physical rules governing their dynamic interactions. Based on such a GS-World engine, we propose an efficient, engine-driven learning paradigm for pursuing embodied intelligence, which is characterized by an automated pipeline of data generation and streaming, training of vision-language-action models, model verification, and model deployment, termed as Engine-driven, Sim2Real VLA. Task-oriented embodiments can also be optimized backwardly, given the differentiable nature of the learning pipeline. We will showcase the paradigm by releasing a prototype engine of GS-World and automatically trained Sim2Real VLAs. We call for the collective community contributions to this p",exclude,EC4,,,,,,,,,,,,
A Few Words Go a Long Way: Language Guided Robot Policy Synthesis,2026,arXiv (Cornell University),Daphne Chen; Archit Ritesh Jain; Eric Goossen; Emma Romig et al.,7,10.48550/arxiv.2607.23784,2607.23784,0,preprint,True,https://openalex.org/W7171561828,arxiv|openalex|s2,recall,vision-language-action model,"While vision-language-action models have demonstrated impressive zero-shot manipulation capabilities, they remain fundamentally black box policies that are difficult to interpret, adapt, or correct when they inevitably fail. In this work, we propose ARCHITECT, a framework that treats robot policy acquisition as an interactive program synthesis task. ARCHITECT leverages the reasoning capabilities of LLM coding agents to synthesize modular robot programs that utilize a suite of perception and control tools. Unlike end-to-end models where distribution shift leads to unpredictable, cascading failures, our modular architecture allows users to isolate failures and localize feedback at the level of abstraction required. We introduce an iterative process where a human supervisor provides natural language corrections to steer the policy. These corrections are grounded in the policy code by program execution traces and distilled into a persistent skill library, a form of long-term in-context learning which enables the agent to accumulate a repertoire of reusable, interpretable behaviors. In a benchmark evaluation on a Franka Panda robot, ARCHITECT outperforms state-of-the-art VLA models and program synthesis baselines on complex, long-horizon tasks, including articulated object manipulation and cloth folding. Our results demonstrate that the synthesized skill library enables the system to transfer to novel tasks with decreasing human intervention, providing a steerable and data-efficie",exclude,EC3,,candidate,,,,,,,,,,
"The Contact Layer: Why Robotics' Next Frontier Is Physics, Not Just Intelligence",2026,Zenodo (CERN European Organization for Nuclear Research),Robert Salinas,1,10.5281/zenodo.20939688,,0,article,True,https://openalex.org/W7166200895,openalex,recall,vision-language-action model,"The dominant robotics narrative of the past several years has treated capable robots as primarily an intelligence problem: better perception, better planning, larger vision-language-action models, and broader demonstration datasets. This commentary argues that framing is incomplete. For deployment, the hardest remaining bottleneck is often contact: the short-timescale exchange of force, compliance, friction, and uncertainty that occurs when a robot grasps, pushes, inserts, lifts, or collides with the world. Building on a recent IEEE Spectrum framing of contact as a defining frontier for robotics, we make a more specific architectural claim. Contact-critical *safety* behavior cannot be left solely to a slow upstream model; the loop that enforces it must close near the actuator, at rates and with guarantees that large multimodal planning loops generally cannot provide. This does not mean learning is irrelevant to contact. Learned low-level controllers, tactile policies, morphology optimization, and foundation-model planners all matter, and learned controllers may well dominate *performance* control at contact. But safety-critical constraints — do not crush, do not exceed force limits, halt on unexpected resistance — should be enforced by a distinct contact layer whose behavior is deterministic or formally analyzable. We use REFL3x's deterministic reflex architecture as one internal design example of this stance, while noting that its current evidence is simulation-only and not ",exclude,EC3,,,,,,,,,,,,
Learning to Refuse Unsafe Commands: An Introspective Generative Framework for Autonomous Driving,2026,SSRN Electronic Journal,Xiaoyan Xiao; Y Zhou; Chao Gou,3,10.2139/ssrn.6864940,,0,preprint,True,https://openalex.org/W7163322874,openalex,recall,vision-language-action model,,exclude,EC5,,,,,,,,,,,,
Physical AI: World Models and Embodied Intelligence,2026,Zenodo (CERN European Organization for Nuclear Research),M Rasmi,1,10.5281/zenodo.21332610,,0,article,True,https://openalex.org/W7168176174,openalex,recall,vision-language-action model,"Physical AI names a shift in artificial intelligence away from purely digital tasks and toward systems that perceive, reason about, and act in the physical world. Between 2024 and 2026 this shift accelerated as robot foundation models, learned simulators, and embodied agents moved from isolated demonstrations to shared datasets, open policies, and reusable world models. This review organizes the area around two technical pillars. The first is world models: neural networks that learn predictive models of environment dynamics and support planning or behavior learning through imagined rollouts, from the early recurrent world model of Ha and Schmidhuber through the Dreamer family and joint-embedding predictive architectures. The second is generalist action policies, especially vision-language-action models such as RT-1, RT-2, Octo, and OpenVLA trained on cross-embodiment corpora like Open X-Embodiment. We connect these pillars to the simulation and data infrastructure that feeds them, including GPU-accelerated physics, domain randomization, and video generation framed as world simulation. We summarize benchmarks and evaluation practice, survey humanoid and manipulation applications, and discuss open challenges: data scarcity, the sim-to-real gap, safety, generalization, long-horizon control, and reproducible evaluation. All quantitative figures in the tables and charts are representative values collated from disparate reports and are intended to illustrate trends rather than to s",exclude,EC3,,,,,,,,,,,,
Measuring Cross-Embodiment Transfer Without Fooling Yourself,2026,Preprints.org,Alireza Shojaei,1,10.20944/preprints202607.0960.v1,,0,preprint,True,https://openalex.org/W7169788104,openalex,recall,vision-language-action model,"Cross-embodiment transfer, the reuse of learned behavior across robots of different morphologies, is a central goal of generalist robot learning, and the quantitative claims made about it fail in a small set of specific, recurring ways. A transfer claim can ride a robot-class prior that a single bit reproduces, tighten a confidence interval by treating seeds as independent observations, credit pretraining diversity for what is data volume, or certify an invariant representation with a linear probe that a nonlinear probe falsifies. This paper defines an enforced measurement standard of eight checks, each backed by a runnable tool, that catches these failure modes before a claim ships. The centerpiece is an acceptance gate that recomputes a claim's metric, runs its strongest trivial baseline, bootstraps the difference over independent units, and emits pass or fail. The standard is demonstrated through eleven documented failure-mode case studies drawn from a real cross-embodiment research program, each stated as the tempting claim, the diagnostic that exposes it, the corrected analysis, and the check that catches it, and each traced to a released artifact. The eleven cases span every check, from a correlation of 0.98 that proves geometrically trivial to an identity probe on a released vision-language-action model that a raw eight-by-eight-pixel control exposes as appearance-confounded. The work is positioned within the 2025-2026 movement toward statistical rigor in robot-policy ",exclude,EC4,,,,,,,,,,,,
MALT-Drive: Moment-Aligned Language-to-Trajectory Planning for Autonomous Driving,2026,Computer Modeling in Engineering & Sciences,Ziheng Lu; Yingfeng Cai; Wei Dong; Hai Wang et al.,5,10.32604/cmes.2026.086003,,0,article,True,https://openalex.org/W7202264719,openalex,recall,vision-language-action model,"Vision-language-action models have recently gained attention in autonomous driving, as language can express high-level behavioral intent beyond geometric waypoints. However, existing planners often treat language as an external command or auxiliary explanatory signal, while the hidden states of generated control instructions are rarely aligned explicitly with the latent variables that produce executable trajectories. This paper presents MALT-Drive, a moment-aligned language-to-trajectory end-to-end planning framework for autonomous driving. Given front-camera visual input, ego-state history, route priors, and a driving-oriented VQA prompt, MALT-Drive first autoregressively generates a concise control instruction from a controlled instruction space and then decodes trajectory-level actions. To make the instruction actionable, planning is decomposed into a Maneuver Branch for path geometry and a Modulation Branch for speed regulation and executability estimation. For each branch, generated control-instruction tokens and planning tokens are represented by compact moment descriptors that combine first-order pooled statistics with grouped second-order relation sketches, thereby supporting distribution-aware alignment between language semantics and latent planning states. To reduce visual imitation shortcuts, MALT-Drive further constructs counterfactual control-instruction rollouts, in which the same scene is paired with multiple executable and non-executable canonical control inst",exclude,EC5,,,,,,,,,,,,
Demonstration Diversity Is Not Free at a Fifty-Episode Adaptation Budget,2026,Zenodo (CERN European Organization for Nuclear Research),Andrés García,1,10.5281/zenodo.22072348,,0,software,True,https://openalex.org/W7204028487,openalex,recall,vision-language-action model,"A practitioner adapting a pretrained vision-language-action model to a new embodiment has a fixed demonstration budget and must decide how to spend it. We pre-registered a comparison of four collection strategies at 50 demonstrations each, repetition (Clean), position diversity, recovery demonstrations and color diversity, holding the model (SmolVLA), task, hardware and training fixed: 600 rollouts across five evaluation cells and two seeds on a low-cost SO-ARM101. Both registered comparisons were null, one at a floor (0 of 120 held-out positions) and one at a ceiling. Trajectory telemetry explains both, and a third the success rates recorded but never explained: every other condition outscored the position-diverse policy by 2.4 to 4.6 times, yet that policy reached the lowest training loss of any run. Policies trained at a single position execute a fixed sweep that stops covering the cube within one inch. The position-diverse policy aims at the cube inside its training hull, yet never leaves its home pose in a fifth of episodes. A follow-up policy trained at two positions with 25 demonstrations each executes perfectly at both and, everywhere else, returns to one of its two trained bearings: density buys execution, not interpolation. Policies also inherit their demonstrator: a demonstrated mid-carry drop is reproduced within one degree of its location, and demonstration velocity orders completion time. Success rate alone would have reported no effect anywhere, which is the pr",exclude,EC4,,,,,,,,,,,,
Unleashing More Actions via Action Compositional Training for VLA Models,2026,arXiv (Cornell University),Kai Peng; J Lu; Xiaojiang Peng,3,10.48550/arxiv.2607.00351,2607.00351,0,preprint,True,https://openalex.org/W7167013799,arxiv|openalex|s2,recall,vision-language-action model,"Vision-Language-Action models excel at robotic manipulation, driven by the scale and diversity of demonstration data. However, standard training paradigms often cause VLA models to severely overfit to specific behavioral patterns, rendering them unable to generalize to out-of-distribution scenarios even when those scenarios merely require novel combinations of identical sub-skills. While expanding datasets can mitigate this overfitting, acquiring high-quality robot data remains notoriously labor-intensive and cost-prohibitive. To resolve this impasse without expensive human teleoperation and to truly unleash more actions,i.e., enable VLA models to compose known sub-skills into a much broader set of executable behaviors beyond the original demonstrations-we propose ACT-VLA (Action Compositional Training for VLA Models), an offline data augmentation framework that leverages the model's latent task representations to synthesize novel, physically valid demonstrations directly from existing tasks for policy training. By eliminating additional manual data collection, our method automatically expands the training distribution and mitigates overfitting. We evaluate our approach on challenging manipulation tasks in simulation. Experiments demonstrate that while baseline VLA models generalize poorly due to original distribution overfitting, policies trained with our synthesized data achieve substantially higher success rates, validating that leveraging existing tasks for automated demo",exclude,EC3,,,,,,,,,,,,
GenACT: Towards Unified Vision-Language-Action Co-training for Robot Manipulation,2026,Lecture notes in computer science,Jirong Liu; CeWu Lu,2,10.1007/978-981-95-5764-6_22,,0,conference-paper,False,https://openalex.org/W7125478518,openalex,recall,vision-language-action model,,exclude,EC3,,,,,,,,,,,,
Cognitive Robotics Review: Advances and New Directions,2026,Preprints.org,Alejandra Ciria; Bruno Lara,2,10.20944/preprints202606.1004.v1,,0,preprint,True,https://openalex.org/W7165044079,openalex,recall,vision-language-action model,"Cognitive Robotics seeks to understand and model cognition through embodied artificial agents, guided by the principles of embodied cognition theories. In this framework, cognition emerges from the dynamic coupling between the body and the environment, and is fundamentally rooted in sensorimotor interaction rather than abstract symbolic processing. This review integrates advances in CR, considering its bio-inspired foundations, including predictive mechanisms and intrinsic motivation, which are complementary principles for developmental learning. Emerging directions in CR are examined to clarify their implications for the field, highlighting their contributions and identifying open challenges. In this context, foundation models, such as Vision–Language–Action models, are reframed as structured starting conditions based on perceptual and motor priors to bypass learning low-level control from scratch, focusing instead on learning an internal model together with object-based semantics, and ultimately providing a sensorimotor base onto which linguistic symbols can be grounded. In parallel, the framework of Basal Cognition is introduced as a conceptual extension that reconceptualizes cognition as a multiscale, self-organizing adaptive process, suggesting that the central challenge for CR is to develop systems whose multiscale organization itself constitutes cognition and intelligence. These perspectives point toward novel lines of research and debate in CR. Foundation models can e",exclude,EC4,,,,,,,,,,,,
AnchorVLA: Bridging Discrete Decisions and Continuous Trajectories for Vision-Language-Action Planning,2026,arXiv (Cornell University),Qi Liu; Yabei Li; Hongsong Wang; Heng Zhang et al.,5,10.48550/arxiv.2607.03182,2607.03182,0,preprint,True,https://openalex.org/W7167571414,arxiv|openalex|s2,recall,vision-language-action model,"Autonomous driving planning requires translating navigation intent, traffic rules, dynamic interactions, and language instructions into executable continuous trajectories. Vision-Language-Action models have been introduced into driving planning to improve long-tail generalization, commonsense reasoning, high-level semantic understanding, and explainability. However, existing VLA planners mainly follow planning-head-based trajectory prediction or full-trajectory autoregressive generation. The former only weakly constrains continuous trajectory generation with VLA reasoning, while the latter relies on long sequences of low-information-density coordinate tokens, making semantic-action alignment difficult and leading to discretization errors and inefficient inference. To address these limitations, we propose AnchorVLA, a hierarchical decision-anchored VLA planning framework that uses trajectory-pattern anchors as an explicit interface between high-level VLA reasoning and continuous trajectory execution. Specifically, Decision-as-Anchor Representation represents behavior-level driving decisions with anchor tokens, each encoding an entire local motion pattern rather than a single coordinate point. Decision-Anchored Residual Flow then generates fine-grained continuous trajectories in the selected anchor-defined residual space, capturing multi-modal execution refinements after high-level decision making. By reasoning over compact and semantically meaningful anchors instead of autoreg",exclude,EC5,,,,,,,,,,,,
